"","policy_id","exposure","driver_age","vehicle_age","gender","car_type","region","no_claim_discount","claim_count","avg_claim_sev","total_claim_cost"
"29088",29088,0.927666359231807,36,0.9,"M","SUV","Suburban","60%",0,0,0
"29089",29089,0.79042204329744,41,13.5,"M","Sedan","Suburban","20%",0,0,0
"29090",29090,0.891559298848733,51,4.3,"M","Sedan","Metro","20%",0,0,0
"29091",29091,0.785497209639288,35,3.3,"F","Sedan","Metro","40%",0,0,0
"29092",29092,0.529643547371961,53,12.8,"F","Sedan","Metro","0%",0,0,0
"29093",29093,0.929647640441544,38,2.2,"F","SUV","Metro","20%",0,0,0
"29094",29094,0.783391944249161,47,19.4,"F","SUV","Metro","0%",0,0,0
"29095",29095,0.856016797944903,36,0.6,"M","Sedan","Metro","0%",0,0,0
"29096",29096,0.872629010700621,55,1.8,"F","SUV","Suburban","60%",0,0,0
"29097",29097,0.740325870108791,33,3.7,"M","Sedan","Metro","60%",0,0,0
"29098",29098,0.529160698177293,28,3,"F","SUV","Metro","20%",0,0,0
"29099",29099,0.706992382765748,47,2.3,"M","Sedan","Metro","20%",0,0,0
"29100",29100,0.739426360349171,41,0.8,"M","SUV","Metro","0%",0,0,0
"29101",29101,0.826487553422339,46,3.9,"M","SUV","Metro","40%",0,0,0
"29102",29102,0.525575442938134,41,2.6,"M","Sedan","Metro","60%",0,0,0
"29103",29103,0.884925439138897,50,3.8,"M","Sedan","Rural","20%",0,0,0
"29104",29104,0.55476305342745,36,0.5,"M","Sedan","Suburban","20%",0,0,0
"29105",29105,0.538894867873751,20,8.9,"M","Sedan","Suburban","0%",0,0,0
"29106",29106,0.943020018166862,35,4.7,"M","SUV","Metro","0%",0,0,0
"29107",29107,0.581349402200431,51,10.3,"M","Sedan","Suburban","40%",0,0,0
"29108",29108,0.960112799773924,61,2.7,"F","SUV","Metro","40%",0,0,0
"29109",29109,0.551693444256671,68,1.5,"F","Luxury","Rural","20%",0,0,0
"29110",29110,0.835894493968226,45,2.4,"F","SUV","Suburban","40%",0,0,0
"29111",29111,0.656366747221909,43,10.8,"M","Sedan","Rural","40%",0,0,0
"29112",29112,0.962050541886128,27,2.3,"M","Commercial","Rural","0%",0,0,0
"29113",29113,0.772572621935979,48,0.5,"M","SUV","Metro","20%",0,0,0
"29114",29114,0.793813126743771,23,4.2,"F","SUV","Suburban","0%",1,4575.46934700121,4575.46934700121
"29115",29115,0.820856527308933,68,7.9,"F","Sedan","Rural","20%",0,0,0
"29116",29116,0.551564216148108,36,3.4,"F","Commercial","Suburban","40%",0,0,0
"29117",29117,0.65472305950243,61,0,"F","SUV","Rural","40%",0,0,0
"29118",29118,0.516391645767726,49,0.7,"F","Commercial","Suburban","40%",0,0,0
"29119",29119,0.513625453109853,34,0.3,"F","Commercial","Metro","40%",0,0,0
"29120",29120,0.660810881410725,43,4.9,"F","Sedan","Suburban","40%",0,0,0
"29121",29121,0.912300052121282,40,1.5,"F","Luxury","Suburban","0%",0,0,0
"29122",29122,0.690222995821387,50,3.1,"M","Sedan","Metro","20%",0,0,0
"29123",29123,0.677783902501687,39,14.6,"F","SUV","Metro","40%",0,0,0
"29124",29124,0.88833448512014,36,4.4,"M","Sedan","Suburban","0%",0,0,0
"29125",29125,0.806230766815133,51,0.8,"F","SUV","Metro","60%",0,0,0
"29126",29126,0.99999773374293,33,7.5,"M","Commercial","Rural","20%",0,0,0
"29127",29127,0.623673445079476,45,1.3,"F","Sedan","Suburban","60%",0,0,0
"29128",29128,0.548028036137111,33,1.6,"F","SUV","Rural","20%",0,0,0
"29129",29129,0.807470008265227,60,6.5,"F","SUV","Suburban","20%",0,0,0
"29130",29130,0.695929761044681,42,1,"F","Commercial","Suburban","60%",0,0,0
"29131",29131,0.546750536654145,43,3,"F","SUV","Suburban","40%",0,0,0
"29132",29132,0.754264364950359,33,1.4,"M","Sedan","Suburban","20%",0,0,0
"29133",29133,0.924245062749833,43,5.5,"F","Sedan","Metro","40%",0,0,0
"29134",29134,0.790377506637014,68,5,"M","Sedan","Metro","20%",0,0,0
"29135",29135,0.816474373801611,42,7.8,"F","SUV","Metro","40%",0,0,0
"29136",29136,0.842192180571146,22,8.5,"F","Luxury","Metro","0%",0,0,0
"29137",29137,0.764726893161424,46,3.3,"F","Sedan","Metro","40%",0,0,0
"29138",29138,0.721617902745493,39,1.2,"F","SUV","Metro","60%",0,0,0
"29139",29139,0.633133500581607,68,0.4,"F","Sedan","Rural","40%",0,0,0
"29140",29140,0.55893860233482,28,1.1,"M","SUV","Rural","40%",0,0,0
"29141",29141,0.811157129355706,45,8.2,"F","Sedan","Suburban","0%",0,0,0
"29142",29142,0.787464293884113,54,2.4,"M","Commercial","Metro","20%",0,0,0
"29143",29143,0.759024696773849,42,1,"F","Commercial","Metro","40%",0,0,0
"29144",29144,0.630167144350708,40,6.4,"M","SUV","Metro","20%",0,0,0
"29145",29145,0.810898503870703,41,7.5,"F","Luxury","Rural","20%",0,0,0
"29146",29146,0.899774826364592,39,5.3,"M","Sedan","Metro","40%",0,0,0
"29147",29147,0.941814261954278,39,2.2,"F","Sedan","Metro","40%",1,6105.81639076926,6105.81639076926
"29148",29148,0.909771079896018,29,0.1,"M","Sedan","Suburban","0%",0,0,0
"29149",29149,0.864944703644142,25,3.8,"M","SUV","Metro","60%",0,0,0
"29150",29150,0.553448095102794,35,3.1,"F","Sedan","Suburban","40%",0,0,0
"29151",29151,0.683480097912252,34,0.2,"F","Sedan","Metro","0%",0,0,0
"29152",29152,0.949264183291234,52,7.3,"F","Commercial","Metro","40%",0,0,0
"29153",29153,0.710765914991498,52,1.7,"F","Sedan","Suburban","20%",0,0,0
"29154",29154,0.936393146053888,23,8,"M","Commercial","Suburban","0%",0,0,0
"29155",29155,0.701417682925239,55,7.4,"M","SUV","Rural","60%",0,0,0
"29156",29156,0.79792517493479,33,5.5,"F","Sedan","Suburban","60%",0,0,0
"29157",29157,0.620497138937935,31,6.4,"F","SUV","Rural","0%",0,0,0
"29158",29158,0.683886397746392,42,4.1,"M","Sedan","Metro","40%",0,0,0
"29159",29159,0.619234558544122,63,12.8,"M","SUV","Metro","60%",0,0,0
"29160",29160,0.955794164445251,26,2.8,"F","SUV","Metro","60%",0,0,0
"29161",29161,0.731154406559654,43,0.5,"M","Commercial","Metro","20%",0,0,0
"29162",29162,0.670888482476585,42,5.1,"F","Sedan","Suburban","60%",0,0,0
"29163",29163,0.89359692344442,67,0.5,"F","SUV","Metro","20%",0,0,0
"29164",29164,0.808476969483308,59,2.4,"M","Commercial","Suburban","20%",0,0,0
"29165",29165,0.55852463748306,25,5.3,"F","SUV","Metro","0%",0,0,0
"29166",29166,0.949102810933255,56,1.6,"M","Sedan","Suburban","40%",0,0,0
"29167",29167,0.962009116425179,50,1.2,"F","Commercial","Suburban","20%",0,0,0
"29168",29168,0.576680200174451,32,4,"M","Commercial","Metro","60%",0,0,0
"29169",29169,0.894257385050878,29,1.4,"M","Sedan","Metro","40%",0,0,0
"29170",29170,0.933437128551304,33,1.6,"M","Sedan","Metro","20%",0,0,0
"29171",29171,0.883326251874678,29,14.1,"M","SUV","Suburban","0%",0,0,0
"29172",29172,0.744346849271096,50,3.6,"M","Sedan","Metro","0%",0,0,0
"29173",29173,0.863263541716151,42,0.4,"M","SUV","Metro","40%",0,0,0
"29174",29174,0.857000395422801,32,3.7,"F","Sedan","Metro","20%",0,0,0
"29175",29175,0.8019243957242,26,2.5,"F","SUV","Suburban","60%",0,0,0
"29176",29176,0.802656606305391,55,2.1,"M","SUV","Metro","40%",0,0,0
"29177",29177,0.538620096282102,39,0.9,"F","SUV","Metro","20%",0,0,0
"29178",29178,0.99686485202983,40,7.7,"M","SUV","Metro","0%",0,0,0
"29179",29179,0.93440022226423,51,3.6,"F","Sedan","Metro","20%",0,0,0
"29180",29180,0.674095201306045,44,2.9,"F","Sedan","Suburban","40%",0,0,0
"29181",29181,0.676020077662542,27,13,"M","Sedan","Metro","40%",0,0,0
"29182",29182,0.789888281142339,27,5.8,"M","SUV","Rural","20%",0,0,0
"29183",29183,0.847012054524384,42,0.2,"M","Sedan","Metro","60%",0,0,0
"29184",29184,0.881208915496245,43,0.7,"F","SUV","Rural","40%",1,14063.601037205,14063.601037205
"29185",29185,0.763041077647358,36,0.2,"F","SUV","Suburban","60%",0,0,0
"29186",29186,0.887749135494232,25,0.1,"F","Commercial","Metro","40%",0,0,0
"29187",29187,0.771801532711834,18,5,"F","Sedan","Metro","40%",0,0,0
"29188",29188,0.717678959248587,45,2.4,"F","Sedan","Metro","20%",0,0,0
"29189",29189,0.53768010775093,36,1.5,"F","SUV","Metro","20%",0,0,0
"29190",29190,0.805354443029501,48,0.2,"M","Sedan","Metro","60%",1,5828.5183935963,5828.5183935963
"29191",29191,0.837318393634632,19,3,"M","SUV","Suburban","60%",0,0,0
"29192",29192,0.658684613183141,33,2.4,"F","Luxury","Metro","40%",0,0,0
"29193",29193,0.803296318044886,37,4.1,"M","Sedan","Metro","60%",0,0,0
"29194",29194,0.833262282656506,46,1.8,"F","Sedan","Metro","40%",0,0,0
"29195",29195,0.874349077581428,44,3.5,"M","SUV","Suburban","20%",0,0,0
"29196",29196,0.891089734854177,58,2.1,"F","SUV","Suburban","20%",0,0,0
"29197",29197,0.683244461659342,35,2.7,"F","Commercial","Metro","20%",0,0,0
"29198",29198,0.876473419368267,28,9.7,"M","Sedan","Metro","40%",0,0,0
"29199",29199,0.599026776384562,49,4.1,"M","Sedan","Rural","40%",0,0,0
"29200",29200,0.964757754467428,27,0.4,"F","Sedan","Metro","0%",0,0,0
"29201",29201,0.548731034388766,42,2.4,"M","SUV","Suburban","40%",0,0,0
"29202",29202,0.806701273424551,30,1.3,"M","Sedan","Suburban","60%",0,0,0
"29203",29203,0.945709538413212,27,4.4,"F","Sedan","Metro","0%",0,0,0
"29204",29204,0.507815933204256,24,2.9,"M","Luxury","Rural","60%",0,0,0
"29205",29205,0.948545707622543,41,1.8,"M","SUV","Metro","20%",0,0,0
"29206",29206,0.653176702791825,54,1.1,"M","Luxury","Metro","60%",0,0,0
"29207",29207,0.75518710934557,45,1.3,"F","Luxury","Metro","40%",0,0,0
"29208",29208,0.929872723878361,43,1.6,"F","SUV","Metro","40%",0,0,0
"29209",29209,0.750995809794404,50,0.6,"F","Sedan","Suburban","60%",0,0,0
"29210",29210,0.906232298817486,43,3.3,"F","Sedan","Metro","20%",0,0,0
"29211",29211,0.717935409978963,34,6,"M","Sedan","Metro","20%",0,0,0
"29212",29212,0.676483073155396,29,4.4,"M","Commercial","Suburban","40%",1,11416.1457141912,11416.1457141912
"29213",29213,0.511900515877642,33,2.9,"F","SUV","Rural","0%",1,6196.26908430342,6196.26908430342
"29214",29214,0.610260237008333,47,7,"M","Sedan","Rural","20%",0,0,0
"29215",29215,0.963030685088597,46,8,"F","SUV","Metro","60%",0,0,0
"29216",29216,0.583911400055513,46,6.8,"F","Sedan","Metro","40%",0,0,0
"29217",29217,0.52439635200426,48,3.5,"M","Luxury","Suburban","60%",0,0,0
"29218",29218,0.504765345598571,25,1.8,"M","SUV","Suburban","40%",0,0,0
"29219",29219,0.789805131033063,40,0.8,"F","SUV","Metro","60%",0,0,0
"29220",29220,0.89374765928369,46,0.8,"F","SUV","Rural","60%",0,0,0
"29221",29221,0.561323049827479,56,4.9,"F","Sedan","Suburban","40%",0,0,0
"29222",29222,0.996231455355883,49,2.6,"F","Commercial","Metro","60%",0,0,0
"29223",29223,0.535641655442305,33,10.9,"M","Luxury","Metro","20%",0,0,0
"29224",29224,0.97386840893887,45,0.9,"M","Sedan","Suburban","20%",0,0,0
"29225",29225,0.66961118276231,36,3.1,"M","Sedan","Metro","60%",0,0,0
"29226",29226,0.725349202402867,63,0.4,"F","SUV","Metro","0%",0,0,0
"29227",29227,0.82281541544944,49,4.8,"F","Sedan","Metro","20%",0,0,0
"29228",29228,0.814893218921497,42,2.3,"M","Commercial","Rural","0%",0,0,0
"29229",29229,0.68656119890511,45,3.2,"F","SUV","Metro","40%",0,0,0
"29230",29230,0.861444631125778,45,15,"M","Sedan","Suburban","40%",0,0,0
"29231",29231,0.875568117131479,49,5.5,"F","Sedan","Suburban","40%",0,0,0
"29232",29232,0.768337992252782,40,2.3,"F","SUV","Metro","20%",0,0,0
"29233",29233,0.550291142426431,29,2.1,"F","Sedan","Metro","40%",0,0,0
"29234",29234,0.85071172285825,41,2.4,"F","SUV","Rural","20%",0,0,0
"29235",29235,0.608397179748863,36,3.7,"M","SUV","Suburban","40%",0,0,0
"29236",29236,0.992427558056079,48,5.2,"M","SUV","Rural","60%",0,0,0
"29237",29237,0.885526767116971,23,1,"M","SUV","Rural","20%",0,0,0
"29238",29238,0.53891562577337,74,4.2,"F","Luxury","Suburban","40%",0,0,0
"29239",29239,0.789612191147171,34,6.5,"F","SUV","Suburban","20%",0,0,0
"29240",29240,0.582667555427179,34,0.6,"F","Luxury","Suburban","0%",0,0,0
"29241",29241,0.522518882411532,41,0.2,"F","Sedan","Metro","20%",0,0,0
"29242",29242,0.894462688243948,46,1.7,"M","SUV","Metro","60%",0,0,0
"29243",29243,0.599825976998545,35,3,"F","Sedan","Metro","60%",0,0,0
"29244",29244,0.565368881565519,45,0.9,"F","SUV","Suburban","40%",0,0,0
"29245",29245,0.513969574822113,48,1.5,"F","SUV","Metro","60%",0,0,0
"29246",29246,0.821713886340149,50,2.8,"M","SUV","Metro","0%",0,0,0
"29247",29247,0.814613398746587,55,2.2,"F","Sedan","Suburban","0%",0,0,0
"29248",29248,0.594667823752388,38,2.7,"F","SUV","Suburban","20%",0,0,0
"29249",29249,0.630625504301861,41,4.8,"M","SUV","Suburban","40%",0,0,0
"29250",29250,0.730414179270156,27,0.7,"M","Commercial","Metro","40%",0,0,0
"29251",29251,0.973223850480281,78,8.9,"F","Luxury","Suburban","0%",0,0,0
"29252",29252,0.551485749194399,33,2.1,"F","Sedan","Suburban","40%",0,0,0
"29253",29253,0.520765429013409,38,1.5,"M","Sedan","Suburban","40%",0,0,0
"29254",29254,0.634480954147875,40,1.6,"F","SUV","Suburban","40%",0,0,0
"29255",29255,0.883356340928003,57,6.2,"F","SUV","Rural","20%",0,0,0
"29256",29256,0.50345747009851,44,0.8,"F","SUV","Rural","20%",0,0,0
"29257",29257,0.910692259203643,42,2.6,"F","Commercial","Suburban","40%",0,0,0
"29258",29258,0.740391988074407,22,11.4,"M","Sedan","Suburban","60%",0,0,0
"29259",29259,0.633590200683102,55,7.9,"M","Sedan","Suburban","40%",0,0,0
"29260",29260,0.96716641751118,39,1.1,"F","Sedan","Suburban","20%",0,0,0
"29261",29261,0.623411489534192,41,1.3,"M","Sedan","Rural","40%",0,0,0
"29262",29262,0.565854397136718,51,5.7,"M","Sedan","Suburban","40%",0,0,0
"29263",29263,0.600258197169751,54,12.2,"F","Sedan","Suburban","20%",0,0,0
"29264",29264,0.697653386392631,44,4.7,"M","SUV","Rural","60%",0,0,0
"29265",29265,0.786425448604859,54,2.9,"M","Sedan","Metro","0%",0,0,0
"29266",29266,0.97777121909894,62,10.6,"F","Commercial","Metro","60%",0,0,0
"29267",29267,0.631829510559328,28,0.6,"F","Sedan","Metro","20%",0,0,0
"29268",29268,0.579326732549816,23,1.5,"F","Sedan","Metro","60%",0,0,0
"29269",29269,0.809969382127747,44,11.2,"F","Sedan","Suburban","60%",0,0,0
"29270",29270,0.936434937175363,43,1.4,"F","Sedan","Suburban","60%",0,0,0
"29271",29271,0.610036698868498,40,3.8,"M","SUV","Metro","40%",0,0,0
"29272",29272,0.553371113026515,51,0.4,"M","SUV","Suburban","20%",0,0,0
"29273",29273,0.986250045127235,38,7,"M","Sedan","Suburban","20%",0,0,0
"29274",29274,0.696529256063513,41,7.2,"F","Sedan","Metro","20%",0,0,0
"29275",29275,0.794267973629758,32,5.9,"F","Sedan","Metro","40%",0,0,0
"29276",29276,0.829349257401191,62,5.5,"F","Sedan","Metro","40%",0,0,0
"29277",29277,0.558227184577845,50,3.1,"F","Sedan","Metro","40%",0,0,0
"29278",29278,0.83943565026857,58,0.5,"M","Sedan","Suburban","0%",1,1202.98815084899,1202.98815084899
"29279",29279,0.885874295607209,45,0.2,"M","Sedan","Metro","20%",0,0,0
"29280",29280,0.930839794687927,52,1.7,"F","Sedan","Metro","0%",0,0,0
"29281",29281,0.946808440843597,31,4.2,"F","Sedan","Metro","60%",0,0,0
"29282",29282,0.604439064394683,40,5.9,"F","SUV","Metro","40%",1,3096.1621095165,3096.1621095165
"29283",29283,0.72239817911759,30,4.3,"M","Sedan","Metro","40%",0,0,0
"29284",29284,0.801852508098818,28,0.1,"F","SUV","Suburban","40%",0,0,0
"29285",29285,0.53940811753273,32,1.6,"F","SUV","Metro","60%",1,12224.0714638976,12224.0714638976
"29286",29286,0.776886257110164,36,7.9,"M","Sedan","Metro","40%",0,0,0
"29287",29287,0.76404602220282,38,0.3,"M","Sedan","Metro","60%",0,0,0
"29288",29288,0.696938533801585,44,2.8,"M","SUV","Metro","20%",0,0,0
"29289",29289,0.845833331928588,54,7.6,"M","Sedan","Rural","40%",0,0,0
"29290",29290,0.575778581900522,36,10.4,"M","SUV","Metro","60%",0,0,0
"29291",29291,0.516704407404177,38,0,"F","SUV","Metro","20%",0,0,0
"29292",29292,0.575811222661287,58,10.5,"F","Sedan","Suburban","60%",0,0,0
"29293",29293,0.577764369198121,48,0.1,"M","Sedan","Suburban","20%",0,0,0
"29294",29294,0.968372645787895,66,1.1,"F","Sedan","Metro","60%",0,0,0
"29295",29295,0.854486693628132,37,5.8,"M","SUV","Suburban","60%",0,0,0
"29296",29296,0.701058913837187,67,1,"F","Sedan","Metro","40%",1,677.097538860495,677.097538860495
"29297",29297,0.653359325253405,27,0,"F","Sedan","Suburban","40%",0,0,0
"29298",29298,0.519666882930323,46,16.9,"F","SUV","Metro","20%",0,0,0
"29299",29299,0.736324502737261,54,2.2,"F","Sedan","Rural","60%",0,0,0
"29300",29300,0.847187735838816,35,1.1,"M","Commercial","Rural","60%",0,0,0
"29301",29301,0.717026810743846,33,4.5,"F","Sedan","Suburban","0%",0,0,0
"29302",29302,0.507388441124931,53,0.5,"M","Sedan","Metro","40%",0,0,0
"29303",29303,0.655974809662439,43,1.2,"M","Sedan","Metro","40%",0,0,0
"29304",29304,0.643266689730808,30,0.5,"M","SUV","Suburban","60%",0,0,0
"29305",29305,0.996108478866518,24,3,"F","Sedan","Metro","20%",0,0,0
"29306",29306,0.690344582893886,48,2.4,"M","Sedan","Suburban","40%",0,0,0
"29307",29307,0.73712284641806,40,3.6,"F","SUV","Metro","0%",0,0,0
"29308",29308,0.863154109683819,51,1.2,"M","SUV","Suburban","60%",0,0,0
"29309",29309,0.921457561897114,60,3,"F","Sedan","Metro","40%",0,0,0
"29310",29310,0.539316111826338,33,15.2,"M","Commercial","Rural","60%",0,0,0
"29311",29311,0.795947754872032,39,1.8,"F","Sedan","Rural","0%",0,0,0
"29312",29312,0.553713671281002,30,11.8,"M","Sedan","Metro","0%",0,0,0
"29313",29313,0.90606055688113,51,0.3,"F","Sedan","Metro","40%",0,0,0
"29314",29314,0.721047396189533,64,4.1,"F","Sedan","Metro","40%",0,0,0
"29315",29315,0.983930078800768,38,4.4,"F","Sedan","Suburban","40%",0,0,0
"29316",29316,0.566649304702878,65,0.7,"M","Sedan","Rural","40%",0,0,0
"29317",29317,0.989353959914297,48,1.3,"M","Luxury","Metro","40%",0,0,0
"29318",29318,0.629253288614564,46,8,"F","Commercial","Metro","40%",0,0,0
"29319",29319,0.771102947182953,40,20,"F","SUV","Suburban","0%",0,0,0
"29320",29320,0.936273731058463,30,1.3,"F","Sedan","Metro","60%",0,0,0
"29321",29321,0.622267666039988,42,3.2,"F","Sedan","Metro","60%",0,0,0
"29322",29322,0.772463236819021,46,3,"F","SUV","Suburban","60%",0,0,0
"29323",29323,0.66915641259402,65,2.1,"M","Sedan","Metro","60%",0,0,0
"29324",29324,0.933567482163198,67,6.5,"M","SUV","Metro","40%",0,0,0
"29325",29325,0.613698182743974,18,1.9,"M","Sedan","Metro","60%",0,0,0
"29326",29326,0.663425027858466,60,0.4,"M","Sedan","Metro","20%",0,0,0
"29327",29327,0.946135311503895,39,2.6,"F","Sedan","Suburban","20%",0,0,0
"29328",29328,0.764642986003309,46,2,"M","SUV","Rural","40%",0,0,0
"29329",29329,0.550240485114045,26,0.7,"F","Sedan","Metro","20%",0,0,0
"29330",29330,0.809628401184455,53,1.3,"M","Luxury","Metro","40%",0,0,0
"29331",29331,0.63559889246244,49,2.8,"F","SUV","Suburban","20%",0,0,0
"29332",29332,0.554420296684839,48,1.7,"M","SUV","Suburban","40%",0,0,0
"29333",29333,0.988146572955884,44,1.8,"F","SUV","Suburban","40%",0,0,0
"29334",29334,0.648531988728791,47,0.3,"F","Luxury","Metro","40%",0,0,0
"29335",29335,0.677159929415211,40,1.4,"M","SUV","Suburban","60%",0,0,0
"29336",29336,0.696146312053315,52,3.3,"F","SUV","Metro","60%",0,0,0
"29337",29337,0.619550330913626,36,11,"F","Sedan","Metro","60%",0,0,0
"29338",29338,0.76107148360461,25,2.3,"M","SUV","Suburban","40%",0,0,0
"29339",29339,0.952760612824932,39,2.1,"F","SUV","Metro","40%",0,0,0
"29340",29340,0.620644848560914,44,3.1,"F","Sedan","Rural","20%",0,0,0
"29341",29341,0.751571301254444,37,2.3,"M","SUV","Metro","60%",0,0,0
"29342",29342,0.709128779009916,37,0,"M","SUV","Metro","20%",0,0,0
"29343",29343,0.997965857386589,18,15.2,"F","SUV","Suburban","60%",0,0,0
"29344",29344,0.625368383713067,42,0.5,"F","SUV","Metro","0%",0,0,0
"29345",29345,0.624636850319803,42,6,"F","SUV","Metro","40%",0,0,0
"29346",29346,0.794926647213288,46,0.5,"M","Sedan","Suburban","60%",0,0,0
"29347",29347,0.61798168218229,35,0.7,"F","Sedan","Metro","0%",0,0,0
"29348",29348,0.532662253710441,37,0.5,"F","SUV","Suburban","20%",0,0,0
"29349",29349,0.532900501741096,45,0.5,"F","Sedan","Metro","40%",0,0,0
"29350",29350,0.79308075318113,39,1.7,"M","Sedan","Metro","20%",0,0,0
"29351",29351,0.940360084874555,37,10.1,"M","SUV","Suburban","0%",0,0,0
"29352",29352,0.584511707304046,30,2.9,"F","Commercial","Rural","40%",0,0,0
"29353",29353,0.938378281425685,49,1.2,"F","Sedan","Suburban","60%",0,0,0
"29354",29354,0.994281244580634,35,10.8,"F","Sedan","Metro","0%",0,0,0
"29355",29355,0.926364902756177,36,5,"F","Sedan","Rural","0%",0,0,0
"29356",29356,0.895341589930467,49,6.4,"M","SUV","Metro","40%",0,0,0
"29357",29357,0.73527347901836,34,15.8,"F","SUV","Suburban","40%",0,0,0
"29358",29358,0.662512758048251,33,0.4,"F","Commercial","Suburban","20%",0,0,0
"29359",29359,0.768274383852258,47,2,"F","SUV","Metro","20%",0,0,0
"29360",29360,0.971355433226563,41,2.6,"F","SUV","Suburban","60%",0,0,0
"29361",29361,0.640221890993416,40,5.4,"F","Sedan","Metro","40%",0,0,0
"29362",29362,0.518544388236478,53,1.8,"M","SUV","Suburban","40%",0,0,0
"29363",29363,0.809166295570321,52,5.6,"F","Sedan","Metro","20%",0,0,0
"29364",29364,0.730352119891904,31,1.8,"F","Sedan","Rural","20%",0,0,0
"29365",29365,0.854632843169384,35,6.6,"M","SUV","Suburban","40%",0,0,0
"29366",29366,0.687763701658696,35,0.8,"M","Luxury","Rural","0%",0,0,0
"29367",29367,0.58067593537271,46,4.1,"M","Sedan","Suburban","0%",0,0,0
"29368",29368,0.694957185070962,41,3.1,"M","Sedan","Metro","20%",0,0,0
"29369",29369,0.876392044825479,34,5.9,"F","Sedan","Metro","0%",0,0,0
"29370",29370,0.609878802904859,46,1.8,"F","Sedan","Rural","40%",0,0,0
"29371",29371,0.655910686939023,34,6.3,"M","Sedan","Suburban","40%",0,0,0
"29372",29372,0.512537549249828,50,0.3,"M","SUV","Metro","40%",0,0,0
"29373",29373,0.937515233526938,28,0.3,"F","Sedan","Metro","0%",0,0,0
"29374",29374,0.938441773061641,50,5.5,"F","Sedan","Rural","0%",0,0,0
"29375",29375,0.525419924641028,55,3.8,"F","Sedan","Metro","0%",0,0,0
"29376",29376,0.938130761845969,39,1,"M","Luxury","Suburban","20%",0,0,0
"29377",29377,0.644241757574491,63,10.5,"F","Sedan","Suburban","60%",0,0,0
"29378",29378,0.68014805985149,32,8.1,"M","SUV","Suburban","40%",0,0,0
"29379",29379,0.907234383514151,29,0.1,"F","SUV","Metro","60%",0,0,0
"29380",29380,0.713883142801933,32,3.6,"M","Sedan","Metro","60%",0,0,0
"29381",29381,0.592336203204468,46,18.7,"M","Sedan","Metro","60%",0,0,0
"29382",29382,0.674385014921427,48,0.7,"F","Sedan","Suburban","40%",0,0,0
"29383",29383,0.859420432825573,57,0,"M","SUV","Metro","40%",0,0,0
"29384",29384,0.654448748449795,38,6.8,"M","Sedan","Suburban","40%",0,0,0
"29385",29385,0.67679924890399,57,4.3,"M","SUV","Suburban","60%",0,0,0
"29386",29386,0.573657602886669,39,0.2,"M","SUV","Metro","40%",0,0,0
"29387",29387,0.859116745647043,38,10.8,"F","Sedan","Metro","40%",0,0,0
"29388",29388,0.581078536342829,41,4.2,"M","Sedan","Metro","60%",0,0,0
"29389",29389,0.610772563959472,26,2.6,"F","Sedan","Suburban","60%",0,0,0
"29390",29390,0.745605979464017,43,0.1,"M","Sedan","Metro","60%",0,0,0
"29391",29391,0.634580828831531,37,0.1,"F","SUV","Suburban","40%",0,0,0
"29392",29392,0.627963118604384,40,4.1,"M","Sedan","Metro","40%",0,0,0
"29393",29393,0.731682348065078,42,4,"M","Sedan","Rural","40%",0,0,0
"29394",29394,0.858235931722447,68,0.9,"F","Sedan","Metro","20%",0,0,0
"29395",29395,0.966932042036206,44,5.4,"M","Sedan","Suburban","40%",0,0,0
"29396",29396,0.896884376066737,63,1.1,"F","Sedan","Metro","60%",0,0,0
"29397",29397,0.770372069324367,48,1.3,"M","Sedan","Metro","0%",0,0,0
"29398",29398,0.652872640755959,47,0.7,"M","SUV","Suburban","20%",0,0,0
"29399",29399,0.652758363285102,35,2.7,"F","SUV","Metro","40%",0,0,0
"29400",29400,0.718279801076278,49,4,"M","Sedan","Rural","60%",0,0,0
"29401",29401,0.646914565586485,26,2,"F","SUV","Suburban","40%",0,0,0
"29402",29402,0.996894951094873,18,4.3,"M","Sedan","Suburban","60%",0,0,0
"29403",29403,0.545415178872645,35,1.9,"F","SUV","Metro","0%",0,0,0
"29404",29404,0.598257749457844,31,2.3,"F","SUV","Metro","60%",0,0,0
"29405",29405,0.73610230779741,27,1.5,"F","Commercial","Metro","40%",0,0,0
"29406",29406,0.787086062016897,57,4.9,"F","SUV","Suburban","40%",1,2002.46605049793,2002.46605049793
"29407",29407,0.51596502889879,47,2.5,"M","Commercial","Rural","60%",0,0,0
"29408",29408,0.775348771829158,47,8.4,"M","SUV","Metro","60%",0,0,0
"29409",29409,0.542025131057017,32,5,"M","SUV","Metro","40%",0,0,0
"29410",29410,0.941585344844498,50,12.2,"M","Luxury","Metro","60%",0,0,0
"29411",29411,0.506380681530572,32,2.1,"M","Sedan","Metro","40%",0,0,0
"29412",29412,0.798148428206332,49,11.5,"F","SUV","Metro","20%",0,0,0
"29413",29413,0.729723100201227,46,7.2,"F","SUV","Metro","60%",0,0,0
"29414",29414,0.690557811758481,47,2.8,"M","Luxury","Metro","60%",0,0,0
"29415",29415,0.531082626082934,49,0,"M","Sedan","Metro","40%",0,0,0
"29416",29416,0.979892172385007,43,1,"F","Commercial","Metro","0%",0,0,0
"29417",29417,0.681190113071352,42,3.9,"M","Sedan","Metro","20%",0,0,0
